Season,Rank,Driver,Races,Win,T5,T10,Pole,Laps,Led,AvSt,AvFn,RAF,Miles,LLF,Points,Diff,Ppts
2014,2,Ryan Newman,36,0,5,16,0,10479,41,13.3,12.7,35,13794.9,31,5042,-1,0
2014,39,Ryan Truex,23,0,0,0,0,5585,0,35.3,35.6,15,7258.21,0,193,"-4,850",0
2014,70,"Sam Hornish, Jr.",1,0,0,0,0,206,0,13,17,1,412,1,0,"-5,043",0
2014,40,Terry Labonte,4,0,0,0,0,693,0,27,22,4,1793.46,3,88,"-4,955",0
2014,44,Timmy Hill,11,0,0,0,0,2044,0,41.5,38.4,6,2870.57,0,62,"-4,981",0
2014,55,Tomy Drissi,1,0,0,0,0,108,0,43,38,1,214.92,0,6,"-5,037",0
2014,25,Tony Stewart,33,0,3,7,1,9306,125,16.5,20,29,12174.72,20,799,"-4,244",0
2014,38,Travis Kvapil,21,0,0,1,0,5857,2,36.5,33.9,19,7352.8,2,214,"-4,829",0
2014,60,Trevor Bayne,12,0,0,0,0,2533,8,21.2,32.2,7,4683.8,2,0,"-5,043",0
2014,67,Ty Dillon,2,0,0,0,0,642,0,27.5,26,2,821.28,0,0,"-5,043",0
2015,22,A.J. Allmendinger,36,0,0,3,2,10006,55,21.6,23.1,33,13514.9,18,758,"-4,285",0
2015,33,Alex Bowman,35,0,0,0,0,9212,3,34.4,31.6,29,11876.92,5,437,"-4,606",0
2015,40,Alex Kennedy,13,0,0,0,0,4166,0,41,34.8,13,4446.07,2,120,"-4,923",0
2015,17,Aric Almirola,36,0,3,6,0,9992,3,22.4,17.9,34,13194.15,25,940,"-4,103",0
2015,21,Austin Dillon,36,0,1,5,0,9973,39,17,21,33,13281.51,21,832,"-4,211",0
2015,72,B.J. McLeod,1,0,0,0,0,293,0,39,34,1,309.99,0,0,"-5,043",0
2015,42,Bobby Labonte,4,0,0,0,0,589,1,37,29.2,3,1533.94,3,60,"-4,983",0
2015,66,Boris Said,2,0,0,0,0,199,0,35.5,29,2,436.95,1,0,"-5,043",0
2015,7,Brad Keselowski,36,1,9,25,3,10347,1185,10,11.1,35,13691.88,31,2347,"-2,696",0
2015,58,Brendan Gaughan,8,0,0,0,0,1861,0,39.2,35.8,6,2952.2,1,0,"-5,043",0
2015,34,Brett Moffitt,31,0,0,1,0,9432,2,33.8,30.5,30,11619.22,3,422,"-4,621",0
2015,56,Brian Scott,10,0,0,0,0,2377,0,22.8,26.9,7,3453.13,4,0,"-5,043",0
2015,45,Brian Vickers,2,0,0,0,0,496,0,23,28,2,629,0,32,"-5,011",0
2015,5,Carl Edwards,36,2,7,15,3,10269,376,9.1,14,34,13502.06,30,2368,"-2,675",0
2015,23,Casey Mears,36,0,0,1,0,10035,4,23.9,23.1,32,13191.75,14,754,"-4,289",0
2015,61,Chase Elliott,5,0,0,0,0,1617,0,24.2,26.2,4,1843.18,2,0,"-5,043",0
2015,59,Chris Buescher,6,0,0,0,0,1821,0,36,26.7,6,2163.31,2,0,"-5,043",0
2015,16,Clint Bowyer,36,0,2,12,0,9737,11,20.5,18.8,33,13081.73,24,2175,"-2,868",0
2015,31,Cole Whitt,36,0,0,0,0,9871,5,35,28.7,33,13068.83,10,553,"-4,490",0
2015,12,"Dale Earnhardt, Jr.",36,3,16,22,0,10208,287,13.8,11.3,35,13612.51,28,2310,"-2,733",0
2015,24,Danica Patrick,36,0,0,2,0,9965,7,22.4,23.5,32,13273.61,14,716,"-4,327",0
2015,32,David Gilliland,36,0,0,0,0,10093,7,33.7,29.4,33,13205.86,5,533,"-4,510",0
2015,27,David Ragan,36,0,1,1,0,9887,8,17.2,24.6,30,13112.79,14,701,"-4,342",0
2015,9,Denny Hamlin,36,2,14,20,3,10276,529,11.7,13.6,34,13600.39,28,2327,"-2,716",0
2015,73,Derek White,1,0,0,0,0,290,0,42,39,1,306.82,0,0,"-5,043",0
2015,48,Eddie MacDonald,1,0,0,0,0,295,0,41,37,1,312.11,0,7,"-5,036",0
2015,64,Erik Jones,3,0,0,0,0,794,1,8.3,23.7,3,1082,1,0,"-5,043",0
2015,20,Greg Biffle,36,0,3,4,0,10343,40,19.9,20,36,13670.05,20,869,"-4,174",0
2015,53,J.J. Yeley,34,0,0,0,0,8896,3,37.1,34.5,30,11955.1,2,0,"-5,043",0
2015,13,Jamie McMurray,36,0,4,10,0,10331,14,16.3,14.9,34,13661.24,26,2295,"-2,748",0
2015,38,Jeb Burton,28,0,0,0,0,7348,0,38,36.3,24,9088.32,0,216,"-4,827",0
2015,3,Jeff Gordon,36,1,5,21,4,10292,265,11.8,13.7,35,13565.67,30,5038,-5,0
2015,75,Jeff Green,1,0,0,0,0,386,0,33,40,1,289.5,0,0,"-5,043",0
2015,67,Jeffrey Earnhardt,2,0,0,0,0,679,0,42,37.5,2,599.18,0,0,"-5,043",0
2015,10,Jimmie Johnson,36,5,14,22,1,10207,558,12.1,12.8,35,13539.48,28,2315,"-2,728",0
2015,71,Joe Nemechek,1,0,0,0,0,318,1,28,33,1,489.72,0,0,"-5,043",0
2015,65,Joey Gase,3,0,0,0,0,547,0,38.7,41,1,647,0,0,"-5,043",0
2015,6,Joey Logano,36,6,22,28,6,10256,1431,6.9,9.2,36,13664.5,32,2360,"-2,683",0
2015,69,Johnny Sauter,1,0,0,0,0,203,0,36,19,1,507.5,1,0,"-5,043",0
2015,37,Josh Wise,24,0,0,1,0,6317,3,36.8,33.5,20,8406.82,1,254,"-4,789",0
2015,30,Justin Allgaier,36,0,0,1,0,9526,1,26.4,27.7,31,12641.57,11,588,"-4,455",0
2015,70,Justin Marks,1,0,0,0,0,109,0,35,30,1,216.91,0,0,"-5,043",0
2015,18,Kasey Kahne,36,0,3,10,1,9896,66,14.9,18.1,33,12846.1,22,939,"-4,104",0
2015,2,Kevin Harvick,36,3,23,28,1,10180,2294,8.4,8.7,35,13357.14,29,5042,-1,0
2015,8,Kurt Busch,33,2,10,21,3,9592,788,10.1,11.1,33,12367.62,25,2333,"-2,710",0
2015,1,Kyle Busch,25,5,12,16,1,6752,735,8.2,10.8,23,9199.72,20,5043,0,0
2015,50,Kyle Fowler,1,0,0,0,0,373,0,40,41,0,196.19,0,3,"-5,040",0
2015,19,Kyle Larson,35,0,2,10,0,9533,115,13.3,19.3,30,12888.08,23,872,"-4,171",0
2015,52,Landon Cassill,36,0,0,0,0,9347,0,32.4,30.6,30,12175.37,9,0,"-5,043",0
2015,4,"Martin Truex, Jr.",36,1,8,22,0,10272,567,12.5,12.2,34,13514.26,31,5032,-11,0
2015,68,Matt Crafton,1,0,0,0,0,203,0,4,18,1,507.5,1,0,"-5,043",0
2015,35,Matt DiBenedetto,33,0,0,0,0,9358,2,36.5,32,32,12024.66,4,399,"-4,644",0
2015,15,Matt Kenseth,34,5,12,20,4,9267,927,11.5,14.3,30,12656.01,29,2234,"-2,809",0
2015,36,Michael Annett,35,0,0,0,0,8862,1,34.7,32.7,32,12102.71,3,398,"-4,645",0
2015,39,Michael McDowell,16,0,0,0,0,4541,0,29.3,30.7,15,6370.22,2,213,"-4,830",0
2015,43,Michael Waltrip,3,0,0,0,0,550,3,30,25,3,1430.52,2,58,"-4,985",0
2015,57,Mike Bliss,10,0,0,0,0,3528,3,39,34.9,10,3643.42,0,0,"-5,043",0
2015,47,Mike Wallace,1,0,0,0,0,199,0,16,36,1,497.5,0,8,"-5,035",0
2015,14,Paul Menard,36,0,2,5,0,10287,10,17.8,17.1,35,13622.4,25,2262,"-2,781",0
2015,41,Reed Sorenson,9,0,0,0,0,2586,1,38.4,35.9,9,3496,1,74,"-4,969",0
2015,62,Regan Smith,4,0,0,0,0,1293,0,25.8,16.2,4,1668.46,2,0,"-5,043",0
2015,25,"Ricky Stenhouse, Jr.",36,0,1,3,0,9850,3,23.6,24.3,33,13014.79,15,712,"-4,331",0
2015,51,"Ron Hornaday, Jr.",1,0,0,0,0,187,0,34,42,0,287.98,0,2,"-5,041",0
2015,54,Ryan Blaney,16,0,1,2,0,3622,5,14.5,25.3,11,5593.73,5,0,"-5,043",0
2015,74,Ryan Ellis,1,0,0,0,0,211,0,42,40,1,211,0,0,"-5,043",0
2015,11,Ryan Newman,36,0,5,15,0,10374,20,15.2,13.5,35,13715.01,28,2314,"-2,729",0
2015,44,Ryan Preece,5,0,0,0,0,1463,0,40,37,5,1601.15,0,35,"-5,008",0
2015,26,"Sam Hornish, Jr.",36,0,0,3,0,10189,22,25.3,24.3,34,13407.29,11,709,"-4,334",0
2015,48,T.J. Bell,1,0,0,0,0,325,0,43,37,1,443.95,0,7,"-5,036",0
2015,55,Timmy Hill,12,0,0,0,0,2805,0,41.8,39.2,10,3342.01,0,0,"-5,043",0
2015,28,Tony Stewart,36,0,0,3,0,9853,24,18.3,24.8,31,12855.48,15,695,"-4,348",0
2015,63,Travis Kvapil,4,0,0,0,0,698,0,41.5,35.5,4,1680.88,0,0,"-5,043",0
2015,29,Trevor Bayne,36,0,0,2,0,9900,0,27.9,25.8,33,12915.52,13,655,"-4,388",0
2015,60,Ty Dillon,5,0,0,0,0,1033,0,27.8,21.8,5,1981.5,3,0,"-5,043",0
2015,46,Will Kimmel,2,0,0,0,0,518,0,41.5,38.5,2,777,0,11,"-5,032",0
2016,19,A.J. Allmendinger,36,0,2,9,0,10018,29,17.2,17.8,32,13010.93,26,830,"-4,210",0
2016,53,Alex Bowman,10,0,0,3,1,2470,200,12.3,19.7,9,3596.41,7,0,"-5,040",0
2016,50,Alex Kennedy,1,0,0,0,0,76,0,36,36,0,186.2,0,5,"-5,035",0
2016,26,Aric Almirola,36,0,0,1,0,9747,1,23.9,23.3,30,13016.89,15,638,"-4,402",0
2016,14,Austin Dillon,36,0,4,13,2,10276,17,14,15.9,33,13563.77,26,2223,"-2,817",0
2016,43,Bobby Labonte,4,0,0,0,0,740,3,32.2,26.2,4,1910.8,3,61,"-4,979",0
2016,46,Boris Said,1,0,0,0,0,90,0,37,24,1,220.5,1,17,"-5,023",0
2016,12,Brad Keselowski,36,4,16,22,1,10337,549,9.6,11.5,33,13638.75,30,2267,"-2,773",0
2016,31,Brian Scott,36,0,1,1,0,9865,6,28.3,27.7,31,12857.27,7,481,"-4,559",0
2016,42,Brian Vickers,5,0,0,1,0,1452,0,15.4,23.8,4,1993.5,3,86,"-4,954",0
2016,4,Carl Edwards,36,3,9,18,6,10303,918,7.2,13.9,30,13560.46,26,5007,-33,0
2016,28,Casey Mears,36,0,0,0,0,9964,7,24.3,25.6,33,13020.02,10,556,"-4,484",0
2016,10,Chase Elliott,36,0,10,17,2,10243,358,11.3,14.6,34,13422.86,26,2285,"-2,755",0
2016,16,Chris Buescher,36,1,2,2,0,9992,12,26.2,26.1,32,12867.73,11,2169,"-2,871",0
2016,27,Clint Bowyer,36,0,0,3,0,10252,3,30.7,23.6,34,13495.12,15,628,"-4,412",0
2016,37,Cole Whitt,26,0,0,0,0,6667,2,35.3,30.5,21,9437.56,6,276,"-4,764",0
2016,60,D.J. Kennington,1,0,0,0,0,316,0,39,35,1,316,0,0,"-5,040",0
2016,32,"Dale Earnhardt, Jr.",18,0,5,6,0,4861,53,16.3,15.6,14,6450.68,14,461,"-4,579",0
2016,24,Danica Patrick,36,0,0,0,0,10326,30,25.1,22,33,13533.44,14,689,"-4,351",0
2016,44,David Gilliland,2,0,0,0,0,349,0,33.5,18,2,902.58,2,46,"-4,994",0
2016,33,David Ragan,36,0,0,0,0,9922,9,30.7,28.6,31,13323.91,8,455,"-4,585",0
2016,6,Denny Hamlin,36,3,12,22,1,10158,524,6.3,11.8,32,13627.6,29,2320,"-2,720",0
2016,55,Dylan Lupton,4,0,0,0,0,1256,0,38.2,32.5,4,1156.14,1,0,"-5,040",0
2016,49,Eddie MacDonald,1,0,0,0,0,293,0,38,36,1,309.99,0,5,"-5,035",0
2016,48,Gray Gaulding,2,0,0,0,0,656,0,36.5,38,0,485.36,0,6,"-5,034",0
2016,23,Greg Biffle,36,0,1,3,1,10046,42,20.2,21.6,29,13065.62,17,691,"-4,349",0
2016,13,Jamie McMurray,36,0,2,12,0,10198,0,16.6,15.8,34,13479.71,27,2231,"-2,809",0
2016,57,Jeb Burton,2,0,0,0,0,275,0,38,32.5,2,687.5,0,0,"-5,040",0
2016,38,Jeff Gordon,8,0,0,2,0,2571,7,16.4,13.9,8,2725.57,7,218,"-4,822",0
2016,41,Jeffrey Earnhardt,22,0,0,0,0,6922,2,38,33.8,20,8180.74,1,159,"-4,881",0
2016,1,Jimmie Johnson,36,5,11,16,1,10231,737,12.1,14,32,13368.94,26,5040,0,0
2016,54,Joey Gase,6,0,0,0,0,1846,0,38.2,35.5,6,2139.24,0,0,"-5,040",0
2016,2,Joey Logano,36,3,16,26,3,10160,703,8.1,10.5,33,13358.04,29,5037,-3,0
2016,40,Josh Wise,28,0,0,0,0,7215,0,38.2,35,20,9152.21,1,168,"-4,872",0
2016,61,Justin Allgaier,1,0,0,0,0,354,0,39,40,0,188.68,0,0,"-5,040",0
2016,17,Kasey Kahne,36,0,3,13,0,10355,0,16.9,15.6,34,13517.56,26,898,"-4,142",0
2016,8,Kevin Harvick,36,4,17,27,2,10215,1384,11.7,9.9,33,13414.61,29,2289,"-2,751",0
2016,7,Kurt Busch,36,1,9,21,2,10348,238,12.1,12,34,13800.5,31,2296,"-2,744",0
2016,3,Kyle Busch,36,4,17,25,2,9925,1379,9.6,11.5,31,13343.61,29,5035,-5,0
2016,9,Kyle Larson,36,1,10,15,0,10271,379,15.6,14.7,34,13499.39,23,2288,"-2,752",0
2016,29,Landon Cassill,36,0,0,0,0,10286,20,31.6,26.3,35,13540.14,10,530,"-4,510",0
2016,11,"Martin Truex, Jr.",36,4,8,17,5,10199,1809,9.1,13.9,32,13214.52,28,2271,"-2,769",0
2016,35,Matt DiBenedetto,35,0,0,1,0,9084,1,30.4,30,26,11425.86,7,386,"-4,654",0
2016,5,Matt Kenseth,36,2,8,19,1,10197,948,9.6,13.8,32,13612.94,29,2330,"-2,710",0
2016,36,Michael Annett,35,0,0,0,0,9451,7,37,31.7,31,12804.17,5,328,"-4,712",0
2016,30,Michael McDowell,31,0,0,2,0,8965,0,28.8,24.5,29,11586.55,11,500,"-4,540",0
2016,45,Michael Waltrip,2,0,0,0,0,388,3,34.5,21,2,1000.08,2,42,"-4,998",0
2016,47,Patrick Carpentier,2,0,0,0,0,272,0,37,35.5,2,624.92,0,11,"-5,029",0
2016,25,Paul Menard,36,0,0,3,0,9769,20,19.5,22,30,12932.65,18,678,"-4,362",0
2016,39,Reed Sorenson,28,0,0,0,0,7695,0,37.5,33.9,24,9592.72,1,198,"-4,842",0
2016,34,Regan Smith,35,0,1,2,0,9598,8,31.1,28.3,29,12642.14,6,452,"-4,588",0
2016,21,"Ricky Stenhouse, Jr.",36,0,4,6,0,9574,6,17.4,19.6,31,13019.04,23,772,"-4,268",0
2016,51,"Robert Richardson, Jr.",1,0,0,0,0,135,0,40,38,0,337.5,0,3,"-5,037",0
2016,20,Ryan Blaney,36,0,3,9,0,10018,11,14.9,18.5,34,13368.35,23,812,"-4,228",0
2016,56,Ryan Ellis,4,0,0,0,0,1112,0,37,36,4,1410.18,0,0,"-5,040",0
2016,18,Ryan Newman,36,0,2,10,0,10215,24,14.1,15.7,33,13602.93,24,895,"-4,145",0
2016,58,Ryan Reed,1,0,0,0,0,192,0,18,26,1,510.72,1,0,"-5,040",0
2016,59,Timmy Hill,1,0,0,0,0,386,0,36,34,1,386,0,0,"-5,040",0
2016,15,Tony Stewart,28,1,5,8,0,7631,36,14.8,18.3,24,10461.69,15,2211,"-2,829",0
2016,22,Trevor Bayne,36,0,2,5,0,10260,34,20.4,19.9,34,13578.6,21,762,"-4,278",0
2016,52,Ty Dillon,11,0,0,0,0,3212,4,27.1,24,10,4457.08,4,0,"-5,040",0
2017,27,A.J. Allmendinger,36,0,1,5,0,9941,7,23.9,22,31,13506.55,15,531,"-4,509",0
2017,44,Alon Day,1,0,0,0,0,108,0,32,32,1,214.92,0,5,"-5,035",0
2017,29,Aric Almirola,29,0,3,6,0,8509,2,22.4,18.8,26,10606.64,19,502,"-4,538",0
2017,11,Austin Dillon,36,1,3,4,0,10146,12,19.1,18.6,31,13498.54,21,2224,"-2,816",5
2017,52,B.J. McLeod,8,0,0,0,0,2325,0,37,33.4,7,2820.9,0,0,-5040,0
2017,40,Billy Johnson,1,0,0,0,0,110,0,26,22,1,218.9,1,15,"-5,025",0
2017,41,Boris Said,2,0,0,0,0,198,0,34.5,29.5,2,434.96,0,15,"-5,025",0
2017,4,Brad Keselowski,36,3,15,21,2,9493,778,8.8,12.4,31,12538.51,28,5030,-10,23
2017,55,Brendan Gaughan,4,0,0,1,0,723,6,34.5,15.8,3,1865.1,2,0,-5040,0
2017,53,Brett Moffitt,7,0,0,0,0,1554,0,35.7,33.7,6,2189.1,0,0,-5040,0
2017,56,Bubba Wallace,4,0,0,0,0,795,0,22.5,17.8,4,1614.5,2,0,-5040,0
2017,59,Carl Long,3,0,0,0,0,1050,0,39.7,33.3,2,1095.64,0,0,-5040,0
2017,5,Chase Elliott,36,0,12,21,1,10034,560,10.8,12,32,13058.76,27,2377,"-2,663",2
2017,25,Chris Buescher,36,0,0,4,0,9948,5,25.3,21.4,32,13479.42,14,564,"-4,476",0
2017,18,Clint Bowyer,36,0,6,13,0,10056,22,13.2,15.5,32,13175.03,25,871,"-4,169",1
2017,43,Cody Ware,5,0,0,0,0,610,0,38.4,37.8,0,759.45,0,6,"-5,034",0
2017,33,Cole Whitt,36,0,0,0,0,9724,3,32.1,28.2,27,12735.21,4,322,"-4,718",0
2017,49,Corey LaJoie,32,0,0,0,0,8668,0,34.1,30.2,27,11049.23,1,0,-5040,0
2017,39,D.J. Kennington,4,0,0,0,0,612,0,36.2,33.2,1,1095.74,0,17,"-5,023",0
2017,21,"Dale Earnhardt, Jr.",36,0,1,8,2,9747,47,17,20,29,12738.12,20,668,"-4,372",0
2017,28,Danica Patrick,36,0,0,1,0,9888,7,22.1,23.8,25,13049.75,13,511,"-4,529",0
2017,20,Daniel Suarez,36,0,1,12,0,10084,40,13.9,16.2,30,13239.69,26,777,"-4,263",1
2017,30,David Ragan,36,0,0,3,0,10188,4,29,24.9,32,13397.25,7,447,"-4,593",0
2017,60,David Starr,3,0,0,0,0,717,0,35.7,34,1,923,0,0,-5040,0
2017,6,Denny Hamlin,36,2,15,22,2,10359,710,8.4,11.6,32,13727.43,28,2353,"-2,687",9
2017,37,Derrike Cope,15,0,0,0,0,3681,0,37.2,35.1,11,4791.22,0,42,"-4,998",0
2017,58,Elliott Sadler,3,0,0,0,0,553,7,36,19.3,3,1413.06,2,0,-5040,0
2017,19,Erik Jones,36,0,5,14,1,9538,310,14.6,17.1,28,12555.05,22,863,"-4,177",0
2017,42,Gary Klutt,1,0,0,0,0,89,0,34,31,1,218.05,0,6,"-5,034",0
2017,34,Gray Gaulding,27,0,0,1,0,7787,0,34.6,31.2,21,9597.1,2,164,"-4,876",0
2017,48,Hermie Sadler,1,0,0,0,0,494,0,40,34,1,259.84,0,3,"-5,037",0
2017,57,J.J. Yeley,4,0,0,0,0,1288,0,30.8,30,3,1525.26,0,0,-5040,0
2017,12,Jamie McMurray,36,0,3,17,0,9824,21,10.1,14.6,31,12973.06,26,2224,"-2,816",0
2017,36,Jeffrey Earnhardt,34,0,0,0,0,7806,0,36.1,33.5,20,10023.82,0,145,"-4,895",0
2017,10,Jimmie Johnson,36,3,4,11,0,9955,217,16.9,16.8,29,12909.21,25,2260,"-2,780",16
2017,51,Joey Gase,9,0,0,0,0,1948,0,35.2,30.2,5,3079.5,1,0,-5040,0
2017,17,Joey Logano,36,1,10,17,2,10346,376,12.4,15.2,32,13583.91,23,930,"-4,110",1
2017,64,Josh Bilicki,2,0,0,0,0,390,0,35.5,36,2,505.82,0,0,-5040,0
2017,67,Justin Marks,1,0,0,0,0,16,0,31,40,0,42.56,0,0,-5040,0
2017,15,Kasey Kahne,36,1,3,6,0,10068,41,17.9,19.4,29,13226.39,20,2198,"-2,842",5
2017,3,Kevin Harvick,36,2,14,23,4,10155,850,8.8,11.1,32,13389.73,29,5033,-7,16
2017,46,Kevin O'Connell,1,0,0,0,0,108,0,36,33,1,214.92,0,4,"-5,036",0
2017,14,Kurt Busch,36,1,6,15,1,9837,16,11.8,16.5,29,13302.77,22,2217,"-2,823",5
2017,2,Kyle Busch,36,5,14,22,8,10284,2023,7.2,11.5,32,13530.25,28,5035,-5,39
2017,8,Kyle Larson,36,4,15,20,3,9776,1352,11.3,13.3,29,13095.49,25,2320,"-2,720",28
2017,45,Kyle Weatherman,2,0,0,0,0,782,0,38.5,34.5,2,550.68,0,5,"-5,035",0
2017,31,Landon Cassill,36,0,0,0,0,9815,12,29.4,26.5,30,13307.79,5,382,"-4,658",0
